Outlet_Identifier,Item_Identifier,Item_Outlet_Sales
OUT045,FDL04,2181.2889135750365
OUT013,FDV23,2181.2889135750365
OUT046,FDF24,2181.2889135750365
OUT027,FDH56,2181.2889135750365
OUT049,FDB51,2181.2889135750365
OUT027,FDI58,2181.2889135750365
OUT013,FDR20,2181.2889135750365
OUT018,FDC51,2181.2889135750365
OUT027,FDB16,2181.2889135750365
OUT049,FDE40,2181.2889135750365
OUT035,NCM17,2181.2889135750365
OUT035,FDU56,2181.2889135750365
OUT019,FDS32,2181.2889135750365
OUT049,FDX02,2181.2889135750365
OUT027,FDT39,2181.2889135750365
OUT017,FDE35,2181.2889135750365
OUT019,NCI42,2181.2889135750365
OUT046,DRL23,2181.2889135750365
OUT046,FDA10,2181.2889135750365
OUT013,FDA11,2181.2889135750365
OUT046,NCM06,2181.2889135750365
OUT035,NCT05,2181.2889135750365
OUT010,NCQ02,2181.2889135750365
OUT049,NCY06,2181.2889135750365
OUT035,FDY56,2181.2889135750365
OUT035,FDL02,2181.2889135750365
OUT035,NCI06,2181.2889135750365
OUT045,FDQ14,2181.2889135750365
OUT017,FDQ12,2181.2889135750365
OUT046,FDP36,2181.2889135750365
OUT027,FDK21,2181.2889135750365
OUT045,FDO40,2181.2889135750365
OUT019,NCK54,2181.2889135750365
OUT018,FDY09,2181.2889135750365
OUT049,NCW30,2181.2889135750365
OUT027,NCC55,2181.2889135750365
OUT018,FDE58,2181.2889135750365
OUT013,FDR39,2181.2889135750365
OUT049,FDU28,2181.2889135750365
OUT017,FDH08,2181.2889135750365
OUT045,FDG35,2181.2889135750365
OUT049,FDG22,2181.2889135750365
OUT035,FDC34,2181.2889135750365
OUT018,FDP15,2181.2889135750365
OUT010,FDK34,2181.2889135750365
OUT035,FDU45,2181.2889135750365
OUT027,FDQ04,2181.2889135750365
OUT018,FDX22,2181.2889135750365
OUT017,FDB45,2181.2889135750365
OUT027,NCH43,2181.2889135750365
OUT046,DRE60,2181.2889135750365
OUT027,FDD17,2181.2889135750365
OUT017,NCM54,2181.2889135750365
OUT013,NCH55,2181.2889135750365
OUT017,NCT06,2181.2889135750365
OUT027,FDA48,2181.2889135750365
OUT027,FDY58,2181.2889135750365
OUT045,FDO25,2181.2889135750365
OUT045,FDN50,2181.2889135750365
OUT035,FDH35,2181.2889135750365
OUT045,FDK09,2181.2889135750365
OUT013,FDO16,2181.2889135750365
OUT045,FDW11,2181.2889135750365
OUT027,FDU47,2181.2889135750365
OUT010,NCQ42,2181.2889135750365
OUT027,FDK55,2181.2889135750365
OUT049,FDN08,2181.2889135750365
OUT045,FDT57,2181.2889135750365
OUT018,FDJ12,2181.2889135750365
OUT017,DRL59,2181.2889135750365
OUT046,NCN53,2181.2889135750365
OUT010,FDO51,2181.2889135750365
OUT017,FDK56,2181.2889135750365
OUT035,FDY12,2181.2889135750365
OUT035,FDU15,2181.2889135750365
OUT046,FDQ19,2181.2889135750365
OUT045,DRF15,2181.2889135750365
OUT019,DRE25,2181.2889135750365
OUT018,FDK57,2181.2889135750365
OUT010,FDD33,2181.2889135750365
OUT027,FDR34,2181.2889135750365
OUT045,FDU04,2181.2889135750365
OUT019,FDE35,2181.2889135750365
OUT035,NCD31,2181.2889135750365
OUT035,FDJ56,2181.2889135750365
OUT046,NCU53,2181.2889135750365
OUT035,FDD39,2181.2889135750365
OUT019,NCU17,2181.2889135750365
OUT046,FDJ20,2181.2889135750365
OUT018,NCW41,2181.2889135750365
OUT035,FDL52,2181.2889135750365
OUT035,FDS39,2181.2889135750365
OUT045,DRJ47,2181.2889135750365
OUT010,FDP13,2181.2889135750365
OUT010,DRK39,2181.2889135750365
OUT010,FDF28,2181.2889135750365
OUT045,FDB09,2181.2889135750365
OUT046,FDM51,2181.2889135750365
OUT018,DRM49,2181.2889135750365
OUT013,DRF23,2181.2889135750365
OUT035,DRH01,2181.2889135750365
OUT027,FDH12,2181.2889135750365
OUT019,FDA28,2181.2889135750365
OUT018,FDW37,2181.2889135750365
OUT046,FDF02,2181.2889135750365
OUT046,DRL37,2181.2889135750365
OUT046,NCF43,2181.2889135750365
OUT010,FDH08,2181.2889135750365
OUT019,FDR34,2181.2889135750365
OUT049,NCK19,2181.2889135750365
OUT018,NCD55,2181.2889135750365
OUT049,FDT27,2181.2889135750365
OUT045,FDQ57,2181.2889135750365
OUT035,FDA47,2181.2889135750365
OUT027,DRG15,2181.2889135750365
OUT018,FDE05,2181.2889135750365
OUT046,FDN46,2181.2889135750365
OUT027,FDX27,2181.2889135750365
OUT045,FDT51,2181.2889135750365
OUT013,FDU33,2181.2889135750365
OUT027,FDJ16,2181.2889135750365
OUT019,FDD20,2181.2889135750365
OUT049,FDT36,2181.2889135750365
OUT027,DRF15,2181.2889135750365
OUT010,FDN52,2181.2889135750365
OUT027,FDC22,2181.2889135750365
OUT045,FDX15,2181.2889135750365
OUT013,FDT13,2181.2889135750365
OUT017,FDU04,2181.2889135750365
OUT019,FDU31,2181.2889135750365
OUT027,FDW59,2181.2889135750365
OUT046,NCO29,2181.2889135750365
OUT035,FDL15,2181.2889135750365
OUT049,FDI41,2181.2889135750365
OUT049,FDQ48,2181.2889135750365
OUT013,DRI39,2181.2889135750365
OUT013,FDI08,2181.2889135750365
OUT049,FDC21,2181.2889135750365
OUT035,FDF58,2181.2889135750365
OUT010,FDS08,2181.2889135750365
OUT045,FDE47,2181.2889135750365
OUT019,NCP18,2181.2889135750365
OUT013,NCR41,2181.2889135750365
OUT013,FDA27,2181.2889135750365
OUT035,FDA43,2181.2889135750365
OUT045,FDA49,2181.2889135750365
OUT018,NCE55,2181.2889135750365
OUT027,DRM49,2181.2889135750365
OUT027,FDF22,2181.2889135750365
OUT018,FDQ15,2181.2889135750365
OUT017,NCS54,2181.2889135750365
OUT013,NCY05,2181.2889135750365
OUT046,FDR45,2181.2889135750365
OUT049,FDK57,2181.2889135750365
OUT010,FDF41,2181.2889135750365
OUT046,FDV21,2181.2889135750365
OUT046,FDD51,2181.2889135750365
OUT046,FDF33,2181.2889135750365
OUT046,FDA38,2181.2889135750365
OUT045,FDR56,2181.2889135750365
OUT017,NCN41,2181.2889135750365
OUT027,FDC60,2181.2889135750365
OUT045,FDB47,2181.2889135750365
OUT013,DRH01,2181.2889135750365
OUT046,FDW08,2181.2889135750365
OUT027,FDF38,2181.2889135750365
OUT017,FDY32,2181.2889135750365
OUT049,FDG34,2181.2889135750365
OUT019,FDG47,2181.2889135750365
OUT035,NCF18,2181.2889135750365
OUT019,FDL39,2181.2889135750365
OUT035,NCH55,2181.2889135750365
OUT049,DRJ35,2181.2889135750365
OUT035,FDS44,2181.2889135750365
OUT018,DRE01,2181.2889135750365
OUT013,FDY39,2181.2889135750365
OUT018,FDY32,2181.2889135750365
OUT027,FDR33,2181.2889135750365
OUT049,NCP50,2181.2889135750365
OUT018,FDZ47,2181.2889135750365
OUT049,FDU57,2181.2889135750365
OUT013,FDY44,2181.2889135750365
OUT018,DRH59,2181.2889135750365
OUT027,FDB03,2181.2889135750365
OUT045,FDY46,2181.2889135750365
OUT045,FDM39,2181.2889135750365
OUT035,FDY36,2181.2889135750365
OUT035,NCM55,2181.2889135750365
OUT010,FDJ50,2181.2889135750365
OUT013,DRL60,2181.2889135750365
OUT049,NCJ54,2181.2889135750365
OUT017,FDX59,2181.2889135750365
OUT013,FDI07,2181.2889135750365
OUT010,DRF51,2181.2889135750365
OUT017,FDM14,2181.2889135750365
OUT045,FDP21,2181.2889135750365
OUT035,FDE40,2181.2889135750365
OUT035,FDE05,2181.2889135750365
OUT027,FDM13,2181.2889135750365
OUT027,FDC34,2181.2889135750365
OUT018,NCI55,2181.2889135750365
OUT018,NCE43,2181.2889135750365
OUT018,FDW58,2181.2889135750365
OUT045,FDG60,2181.2889135750365
OUT017,FDV31,2181.2889135750365
OUT013,FDR47,2181.2889135750365
OUT019,FDM60,2181.2889135750365
OUT018,NCF06,2181.2889135750365
OUT027,NCN26,2181.2889135750365
OUT049,FDQ59,2181.2889135750365
OUT046,FDF09,2181.2889135750365
OUT017,NCS06,2181.2889135750365
OUT046,FDT44,2181.2889135750365
OUT017,FDI19,2181.2889135750365
OUT017,FDT22,2181.2889135750365
OUT027,NCF54,2181.2889135750365
OUT045,DRG25,2181.2889135750365
OUT017,FDB59,2181.2889135750365
OUT017,FDQ37,2181.2889135750365
OUT035,FDP56,2181.2889135750365
OUT035,FDW44,2181.2889135750365
OUT010,FDJ26,2181.2889135750365
OUT018,FDU43,2181.2889135750365
OUT045,FDW33,2181.2889135750365
OUT027,NCX53,2181.2889135750365
OUT010,FDN56,2181.2889135750365
OUT049,DRF15,2181.2889135750365
OUT017,FDO33,2181.2889135750365
OUT010,FDZ39,2181.2889135750365
OUT017,NCJ19,2181.2889135750365
OUT035,FDU01,2181.2889135750365
OUT035,FDT12,2181.2889135750365
OUT018,NCM18,2181.2889135750365
OUT017,FDP19,2181.2889135750365
OUT049,NCR42,2181.2889135750365
OUT046,FDN10,2181.2889135750365
OUT017,FDG44,2181.2889135750365
OUT046,FDQ10,2181.2889135750365
OUT049,DRH13,2181.2889135750365
OUT013,FDT52,2181.2889135750365
OUT045,FDM56,2181.2889135750365
OUT010,NCO43,2181.2889135750365
OUT035,NCV29,2181.2889135750365
OUT013,NCF06,2181.2889135750365
OUT035,FDO50,2181.2889135750365
OUT013,FDT59,2181.2889135750365
OUT027,FDX40,2181.2889135750365
OUT017,FDE50,2181.2889135750365
OUT017,FDX51,2181.2889135750365
OUT018,NCD30,2181.2889135750365
OUT013,FDK15,2181.2889135750365
OUT045,FDL12,2181.2889135750365
OUT017,FDK46,2181.2889135750365
OUT010,DRH49,2181.2889135750365
OUT046,FDQ57,2181.2889135750365
OUT017,FDY59,2181.2889135750365
OUT018,FDO09,2181.2889135750365
OUT035,NCG30,2181.2889135750365
OUT017,FDM09,2181.2889135750365
OUT027,NCN17,2181.2889135750365
OUT013,NCS42,2181.2889135750365
OUT019,FDD02,2181.2889135750365
OUT013,FDE34,2181.2889135750365
OUT045,FDU38,2181.2889135750365
OUT046,FDB33,2181.2889135750365
OUT017,NCJ29,2181.2889135750365
OUT035,FDZ27,2181.2889135750365
OUT013,FDI40,2181.2889135750365
OUT013,FDG22,2181.2889135750365
OUT017,FDT51,2181.2889135750365
OUT018,FDF20,2181.2889135750365
OUT035,FDV50,2181.2889135750365
OUT049,FDT02,2181.2889135750365
OUT017,DRC49,2181.2889135750365
OUT049,FDF26,2181.2889135750365
OUT035,FDV52,2181.2889135750365
OUT049,FDX59,2181.2889135750365
OUT035,FDV25,2181.2889135750365
OUT027,FDW23,2181.2889135750365
OUT018,FDE53,2181.2889135750365
OUT017,FDA19,2181.2889135750365
OUT046,FDH22,2181.2889135750365
OUT013,NCO41,2181.2889135750365
OUT017,FDX12,2181.2889135750365
OUT013,FDF17,2181.2889135750365
OUT045,FDS11,2181.2889135750365
OUT035,FDR51,2181.2889135750365
OUT010,FDT49,2181.2889135750365
OUT013,FDC56,2181.2889135750365
OUT027,FDR13,2181.2889135750365
OUT035,FDQ60,2181.2889135750365
OUT049,FDN38,2181.2889135750365
OUT013,NCL29,2181.2889135750365
OUT027,FDO13,2181.2889135750365
OUT018,FDE26,2181.2889135750365
OUT010,FDA31,2181.2889135750365
OUT035,FDX14,2181.2889135750365
OUT045,FDA34,2181.2889135750365
OUT013,FDF26,2181.2889135750365
OUT045,FDE38,2181.2889135750365
OUT046,DRI11,2181.2889135750365
OUT027,FDQ60,2181.2889135750365
OUT027,FDL21,2181.2889135750365
OUT027,DRC12,2181.2889135750365
OUT046,FDC47,2181.2889135750365
OUT045,FDE57,2181.2889135750365
OUT045,FDT14,2181.2889135750365
OUT046,NCZ53,2181.2889135750365
OUT018,FDE28,2181.2889135750365
OUT035,FDR19,2181.2889135750365
OUT019,NCF54,2181.2889135750365
OUT046,FDZ08,2181.2889135750365
OUT018,NCJ05,2181.2889135750365
OUT046,FDF59,2181.2889135750365
OUT035,NCO05,2181.2889135750365
OUT018,FDW24,2181.2889135750365
OUT018,NCX42,2181.2889135750365
OUT035,NCA53,2181.2889135750365
OUT019,FDI45,2181.2889135750365
OUT046,FDG46,2181.2889135750365
OUT010,FDM20,2181.2889135750365
OUT010,FDW11,2181.2889135750365
OUT035,FDX08,2181.2889135750365
OUT035,NCK17,2181.2889135750365
OUT018,FDK32,2181.2889135750365
OUT035,NCA42,2181.2889135750365
OUT035,DRI01,2181.2889135750365
OUT049,NCL55,2181.2889135750365
OUT018,DRE25,2181.2889135750365
OUT017,FDD14,2181.2889135750365
OUT046,FDB10,2181.2889135750365
OUT035,DRN11,2181.2889135750365
OUT018,FDP38,2181.2889135750365
OUT017,NCA30,2181.2889135750365
OUT017,FDT15,2181.2889135750365
OUT018,NCP55,2181.2889135750365
OUT035,FDF12,2181.2889135750365
OUT018,FDM21,2181.2889135750365
OUT035,FDX56,2181.2889135750365
OUT017,FDF10,2181.2889135750365
OUT045,FDT32,2181.2889135750365
OUT018,FDM51,2181.2889135750365
OUT018,NCR50,2181.2889135750365
OUT049,FDI19,2181.2889135750365
OUT017,FDX21,2181.2889135750365
OUT035,FDR31,2181.2889135750365
OUT013,FDY02,2181.2889135750365
OUT045,NCA29,2181.2889135750365
OUT046,NCX17,2181.2889135750365
OUT045,FDM12,2181.2889135750365
OUT027,FDI53,2181.2889135750365
OUT049,NCU30,2181.2889135750365
OUT027,FDC56,2181.2889135750365
OUT018,FDK27,2181.2889135750365
OUT017,NCK18,2181.2889135750365
OUT019,FDB52,2181.2889135750365
OUT027,DRG25,2181.2889135750365
OUT049,FDZ13,2181.2889135750365
OUT019,FDB57,2181.2889135750365
OUT046,FDR40,2181.2889135750365
OUT019,NCO14,2181.2889135750365
OUT045,NCN19,2181.2889135750365
OUT019,FDQ28,2181.2889135750365
OUT018,FDO13,2181.2889135750365
OUT013,FDK48,2181.2889135750365
OUT018,FDU07,2181.2889135750365
OUT046,FDW20,2181.2889135750365
OUT010,FDV12,2181.2889135750365
OUT013,FDH24,2181.2889135750365
OUT049,FDV59,2181.2889135750365
OUT045,FDK57,2181.2889135750365
OUT027,FDL16,2181.2889135750365
OUT046,NCQ17,2181.2889135750365
OUT018,FDJ15,2181.2889135750365
OUT049,FDX24,2181.2889135750365
OUT046,FDT47,2181.2889135750365
OUT049,FDT10,2181.2889135750365
OUT018,FDZ37,2181.2889135750365
OUT027,FDW43,2181.2889135750365
OUT017,DRN36,2181.2889135750365
OUT045,FDJ14,2181.2889135750365
OUT013,FDA32,2181.2889135750365
OUT019,FDJ38,2181.2889135750365
OUT017,FDQ57,2181.2889135750365
OUT019,NCQ41,2181.2889135750365
OUT049,FDG56,2181.2889135750365
OUT027,DRC13,2181.2889135750365
OUT035,FDV55,2181.2889135750365
OUT045,FDQ49,2181.2889135750365
OUT010,FDE29,2181.2889135750365
OUT013,FDR03,2181.2889135750365
OUT049,FDD45,2181.2889135750365
OUT010,FDN38,2181.2889135750365
OUT046,FDT56,2181.2889135750365
OUT045,FDT48,2181.2889135750365
OUT049,FDU03,2181.2889135750365
OUT010,FDC56,2181.2889135750365
OUT027,NCO43,2181.2889135750365
OUT017,FDQ27,2181.2889135750365
OUT046,FDR03,2181.2889135750365
OUT010,DRH23,2181.2889135750365
OUT045,FDG22,2181.2889135750365
OUT013,NCJ42,2181.2889135750365
OUT046,FDR24,2181.2889135750365
OUT035,FDW60,2181.2889135750365
OUT013,FDJ08,2181.2889135750365
OUT018,DRL59,2181.2889135750365
OUT010,FDG60,2181.2889135750365
OUT017,FDW27,2181.2889135750365
OUT018,FDX14,2181.2889135750365
OUT013,FDC20,2181.2889135750365
OUT018,NCS29,2181.2889135750365
OUT046,FDJ56,2181.2889135750365
OUT019,FDB20,2181.2889135750365
OUT027,FDL28,2181.2889135750365
OUT018,FDW01,2181.2889135750365
OUT046,FDL03,2181.2889135750365
OUT049,FDX22,2181.2889135750365
OUT035,FDJ21,2181.2889135750365
OUT045,FDR31,2181.2889135750365
OUT035,FDG21,2181.2889135750365
OUT027,FDS22,2181.2889135750365
OUT035,FDK08,2181.2889135750365
OUT018,FDE17,2181.2889135750365
OUT017,NCN30,2181.2889135750365
OUT046,FDT50,2181.2889135750365
OUT049,NCX42,2181.2889135750365
OUT035,FDJ12,2181.2889135750365
OUT027,NCA18,2181.2889135750365
OUT019,FDP23,2181.2889135750365
OUT013,FDX12,2181.2889135750365
OUT018,FDN40,2181.2889135750365
OUT035,FDV48,2181.2889135750365
OUT013,NCY54,2181.2889135750365
OUT010,FDL16,2181.2889135750365
OUT018,FDR45,2181.2889135750365
OUT046,FDJ52,2181.2889135750365
OUT017,DRG01,2181.2889135750365
OUT013,FDP52,2181.2889135750365
OUT017,FDU58,2181.2889135750365
OUT045,FDL02,2181.2889135750365
OUT013,FDG28,2181.2889135750365
OUT035,FDA19,2181.2889135750365
OUT027,FDW46,2181.2889135750365
OUT049,NCD43,2181.2889135750365
OUT013,DRG39,2181.2889135750365
OUT049,NCF55,2181.2889135750365
OUT046,FDJ07,2181.2889135750365
OUT046,FDE08,2181.2889135750365
OUT019,FDP56,2181.2889135750365
OUT045,FDT45,2181.2889135750365
OUT018,FDF17,2181.2889135750365
OUT046,FDX44,2181.2889135750365
OUT027,FDM28,2181.2889135750365
OUT049,FDI36,2181.2889135750365
OUT045,FDS07,2181.2889135750365
OUT045,FDD36,2181.2889135750365
OUT046,FDW11,2181.2889135750365
OUT049,FDN40,2181.2889135750365
OUT049,NCQ18,2181.2889135750365
OUT017,NCQ54,2181.2889135750365
OUT045,NCS42,2181.2889135750365
OUT010,DRH39,2181.2889135750365
OUT027,FDC09,2181.2889135750365
OUT010,FDT08,2181.2889135750365
OUT035,FDC08,2181.2889135750365
OUT017,FDT20,2181.2889135750365
OUT035,FDS35,2181.2889135750365
OUT018,FDX58,2181.2889135750365
OUT046,FDW58,2181.2889135750365
OUT046,DRD27,2181.2889135750365
OUT019,FDH32,2181.2889135750365
OUT035,FDS26,2181.2889135750365
OUT046,FDQ31,2181.2889135750365
OUT018,FDP11,2181.2889135750365
OUT017,FDD58,2181.2889135750365
OUT045,FDM33,2181.2889135750365
OUT049,FDZ16,2181.2889135750365
OUT010,NCS29,2181.2889135750365
OUT019,NCM18,2181.2889135750365
OUT049,FDP11,2181.2889135750365
OUT017,NCC42,2181.2889135750365
OUT046,DRM23,2181.2889135750365
OUT027,NCN55,2181.2889135750365
OUT013,FDK46,2181.2889135750365
OUT046,FDR01,2181.2889135750365
OUT045,NCA05,2181.2889135750365
OUT017,NCP43,2181.2889135750365
OUT010,FDR12,2181.2889135750365
OUT013,FDQ01,2181.2889135750365
OUT046,FDM13,2181.2889135750365
OUT017,FDQ19,2181.2889135750365
OUT019,FDK56,2181.2889135750365
OUT010,NCX06,2181.2889135750365
OUT027,FDO56,2181.2889135750365
OUT045,FDU45,2181.2889135750365
OUT019,FDI16,2181.2889135750365
OUT046,FDL32,2181.2889135750365
OUT046,FDA07,2181.2889135750365
OUT045,FDA14,2181.2889135750365
OUT027,FDV46,2181.2889135750365
OUT035,NCO07,2181.2889135750365
OUT046,NCP41,2181.2889135750365
OUT018,FDY60,2181.2889135750365
OUT017,FDN38,2181.2889135750365
OUT046,FDO15,2181.2889135750365
OUT013,FDT60,2181.2889135750365
OUT035,FDA55,2181.2889135750365
OUT010,FDE02,2181.2889135750365
OUT049,DRJ39,2181.2889135750365
OUT035,FDV34,2181.2889135750365
OUT027,FDS20,2181.2889135750365
OUT027,FDF02,2181.2889135750365
OUT017,FDW40,2181.2889135750365
OUT046,NCB43,2181.2889135750365
OUT017,FDR58,2181.2889135750365
OUT035,DRJ59,2181.2889135750365
OUT017,NCD30,2181.2889135750365
OUT017,FDE14,2181.2889135750365
OUT018,FDC28,2181.2889135750365
OUT018,FDU16,2181.2889135750365
OUT035,NCD19,2181.2889135750365
OUT046,FDU21,2181.2889135750365
OUT027,FDV59,2181.2889135750365
OUT045,FDU03,2181.2889135750365
OUT010,FDC33,2181.2889135750365
OUT035,NCR42,2181.2889135750365
OUT035,DRH59,2181.2889135750365
OUT035,NCM31,2181.2889135750365
OUT035,FDS50,2181.2889135750365
OUT046,FDP39,2181.2889135750365
OUT013,FDQ55,2181.2889135750365
OUT019,FDV36,2181.2889135750365
OUT027,FDI05,2181.2889135750365
OUT027,FDS45,2181.2889135750365
OUT045,FDA39,2181.2889135750365
OUT010,FDC37,2181.2889135750365
OUT027,FDJ60,2181.2889135750365
OUT046,DRQ35,2181.2889135750365
OUT046,NCJ06,2181.2889135750365
OUT018,NCY42,2181.2889135750365
OUT049,DRM37,2181.2889135750365
OUT045,FDR14,2181.2889135750365
OUT049,FDE51,2181.2889135750365
OUT017,FDT33,2181.2889135750365
OUT013,FDR08,2181.2889135750365
OUT010,FDE36,2181.2889135750365
OUT019,FDL22,2181.2889135750365
OUT013,FDR44,2181.2889135750365
OUT019,FDI56,2181.2889135750365
OUT010,FDE47,2181.2889135750365
OUT010,FDV27,2181.2889135750365
OUT049,FDV10,2181.2889135750365
OUT045,FDC40,2181.2889135750365
OUT013,NCX41,2181.2889135750365
OUT027,NCQ38,2181.2889135750365
OUT027,FDV12,2181.2889135750365
OUT017,FDE52,2181.2889135750365
OUT027,FDG20,2181.2889135750365
OUT027,FDV16,2181.2889135750365
OUT017,FDI32,2181.2889135750365
OUT049,FDJ32,2181.2889135750365
OUT018,FDN39,2181.2889135750365
OUT017,FDY34,2181.2889135750365
OUT035,FDC14,2181.2889135750365
OUT017,FDA55,2181.2889135750365
OUT010,FDZ50,2181.2889135750365
OUT049,DRG13,2181.2889135750365
OUT013,FDP01,2181.2889135750365
OUT017,NCG54,2181.2889135750365
OUT045,FDM13,2181.2889135750365
OUT027,NCO18,2181.2889135750365
OUT013,NCW41,2181.2889135750365
OUT027,FDM52,2181.2889135750365
OUT035,NCF55,2181.2889135750365
OUT046,FDT09,2181.2889135750365
OUT035,NCM19,2181.2889135750365
OUT018,FDW12,2181.2889135750365
OUT019,FDP15,2181.2889135750365
OUT045,FDK36,2181.2889135750365
OUT035,FDZ25,2181.2889135750365
OUT049,NCW06,2181.2889135750365
OUT046,FDW60,2181.2889135750365
OUT013,DRC49,2181.2889135750365
OUT035,NCT17,2181.2889135750365
OUT018,NCN06,2181.2889135750365
OUT013,FDC45,2181.2889135750365
OUT019,DRJ47,2181.2889135750365
OUT045,NCF06,2181.2889135750365
OUT010,FDE21,2181.2889135750365
OUT013,DRG27,2181.2889135750365
OUT049,FDW40,2181.2889135750365
OUT046,NCO53,2181.2889135750365
OUT049,FDE23,2181.2889135750365
OUT046,FDQ16,2181.2889135750365
OUT045,FDS26,2181.2889135750365
OUT010,FDZ13,2181.2889135750365
OUT049,FDS14,2181.2889135750365
OUT045,FDC10,2181.2889135750365
OUT049,FDY16,2181.2889135750365
OUT035,FDJ20,2181.2889135750365
OUT035,FDV43,2181.2889135750365
OUT027,FDZ32,2181.2889135750365
OUT046,FDR23,2181.2889135750365
OUT035,FDN24,2181.2889135750365
OUT027,FDE34,2181.2889135750365
OUT013,FDU31,2181.2889135750365
OUT018,FDW33,2181.2889135750365
OUT046,FDU26,2181.2889135750365
OUT027,FDE20,2181.2889135750365
OUT035,NCW05,2181.2889135750365
OUT018,FDB22,2181.2889135750365
OUT046,FDO56,2181.2889135750365
OUT027,FDA19,2181.2889135750365
OUT045,DRI39,2181.2889135750365
OUT018,FDH52,2181.2889135750365
OUT035,FDZ50,2181.2889135750365
OUT035,NCN42,2181.2889135750365
OUT013,FDB53,2181.2889135750365
OUT017,DRG11,2181.2889135750365
OUT027,DRK11,2181.2889135750365
OUT017,FDQ60,2181.2889135750365
OUT017,FDT36,2181.2889135750365
OUT018,DRG25,2181.2889135750365
OUT046,DRJ23,2181.2889135750365
OUT035,FDG05,2181.2889135750365
OUT018,NCK06,2181.2889135750365
OUT017,FDU52,2181.2889135750365
OUT018,FDW07,2181.2889135750365
OUT045,NCM17,2181.2889135750365
OUT045,FDA22,2181.2889135750365
OUT018,NCA41,2181.2889135750365
OUT035,FDF38,2181.2889135750365
OUT046,FDH52,2181.2889135750365
OUT019,FDY58,2181.2889135750365
OUT045,FDZ16,2181.2889135750365
OUT017,NCM18,2181.2889135750365
OUT018,FDA22,2181.2889135750365
OUT035,NCJ43,2181.2889135750365
OUT027,FDI34,2181.2889135750365
OUT046,FDG56,2181.2889135750365
OUT046,FDS34,2181.2889135750365
OUT035,DRC01,2181.2889135750365
OUT035,FDQ04,2181.2889135750365
OUT035,FDK04,2181.2889135750365
OUT049,FDT51,2181.2889135750365
OUT017,FDV26,2181.2889135750365
OUT049,FDS04,2181.2889135750365
OUT018,FDW43,2181.2889135750365
OUT010,FDQ28,2181.2889135750365
OUT017,NCK06,2181.2889135750365
OUT018,FDS23,2181.2889135750365
OUT019,FDZ36,2181.2889135750365
OUT018,FDE56,2181.2889135750365
OUT027,FDW10,2181.2889135750365
OUT045,NCN14,2181.2889135750365
OUT045,NCQ18,2181.2889135750365
OUT017,FDW08,2181.2889135750365
OUT035,FDU43,2181.2889135750365
OUT010,FDR33,2181.2889135750365
OUT010,FDM24,2181.2889135750365
OUT046,NCZ05,2181.2889135750365
OUT035,NCV41,2181.2889135750365
OUT018,FDV11,2181.2889135750365
OUT035,NCY05,2181.2889135750365
OUT018,FDV44,2181.2889135750365
OUT049,FDW32,2181.2889135750365
OUT027,NCU18,2181.2889135750365
OUT035,NCC43,2181.2889135750365
OUT013,FDW19,2181.2889135750365
OUT035,FDN31,2181.2889135750365
OUT045,FDI48,2181.2889135750365
OUT017,FDS24,2181.2889135750365
OUT049,FDF46,2181.2889135750365
OUT017,DRG23,2181.2889135750365
OUT018,FDG14,2181.2889135750365
OUT049,NCY30,2181.2889135750365
OUT018,FDO28,2181.2889135750365
OUT035,DRD24,2181.2889135750365
OUT049,FDI33,2181.2889135750365
OUT046,FDN32,2181.2889135750365
OUT045,FDR16,2181.2889135750365
OUT046,FDF26,2181.2889135750365
OUT018,NCN29,2181.2889135750365
OUT045,FDE20,2181.2889135750365
OUT046,FDA46,2181.2889135750365
OUT045,FDU28,2181.2889135750365
OUT045,FDQ48,2181.2889135750365
OUT013,FDV36,2181.2889135750365
OUT018,FDR14,2181.2889135750365
OUT017,FDP23,2181.2889135750365
OUT013,FDP56,2181.2889135750365
OUT010,FDK48,2181.2889135750365
OUT046,FDR48,2181.2889135750365
OUT049,NCY29,2181.2889135750365
OUT018,FDM22,2181.2889135750365
OUT013,DRJ01,2181.2889135750365
OUT045,FDZ43,2181.2889135750365
OUT035,FDV03,2181.2889135750365
OUT027,FDX11,2181.2889135750365
OUT027,NCA41,2181.2889135750365
OUT017,FDE38,2181.2889135750365
OUT018,FDI27,2181.2889135750365
OUT013,FDN32,2181.2889135750365
OUT017,NCN43,2181.2889135750365
OUT027,FDB47,2181.2889135750365
OUT017,FDV03,2181.2889135750365
OUT045,NCN30,2181.2889135750365
OUT010,NCV54,2181.2889135750365
OUT013,FDV07,2181.2889135750365
OUT049,FDP07,2181.2889135750365
OUT018,FDK48,2181.2889135750365
OUT019,FDM15,2181.2889135750365
OUT027,FDY19,2181.2889135750365
OUT046,FDK46,2181.2889135750365
OUT045,FDY11,2181.2889135750365
OUT046,FDH09,2181.2889135750365
OUT027,FDO08,2181.2889135750365
OUT013,FDU14,2181.2889135750365
OUT027,FDD22,2181.2889135750365
OUT017,FDM27,2181.2889135750365
OUT027,FDL02,2181.2889135750365
OUT035,NCA17,2181.2889135750365
OUT019,FDE38,2181.2889135750365
OUT049,NCG07,2181.2889135750365
OUT013,DRC27,2181.2889135750365
OUT035,FDA27,2181.2889135750365
OUT045,FDW40,2181.2889135750365
OUT013,DRI11,2181.2889135750365
OUT046,FDN50,2181.2889135750365
